2020-04-07 14:44:00	, 3701,	1001
2020-04-07 14:45:00	, 3698,	988
2020-04-07 14:46:00	, 3700,	1000
2020-04-07 14:47:00	, 3697,	987
2020-04-07 14:48:00	, 3698,	989
2020-04-07 14:49:00	, 3694,	989
2020-04-07 14:50:00	, 3695,	997
2020-04-07 14:51:00	, 3690,	994
2020-04-07 14:52:00	, 3691,	995
2020-04-07 14:53:00	, 3687,	1001
2020-04-07 14:54:00	, 3688,	998
2020-04-07 14:55:00	, 3686,	989
2020-04-07 14:56:00	, 3686,	989
2020-04-07 14:57:00	, 3684,	995
2020-04-07 14:58:00	, 3683,	993
2020-04-07 14:59:00	, 3679,	997
2020-04-07 15:00:00	, 3680,	1002
2020-04-07 15:01:00	, 3677,	992
2020-04-07 15:02:00	, 3674,	996
2020-04-07 15:03:00	, 3673,	1002
2020-04-07 15:04:00	, 3670,	997
2020-04-07 15:05:00	, 3670,	989
2020-04-07 15:06:00	, 3668,	1002
2020-04-07 15:07:00	, 3667,	989
2020-04-07 15:08:00	, 3665,	1000
2020-04-07 15:09:00	, 3662,	996
2020-04-07 15:10:00	, 3658,	989
2020-04-07 15:11:00	, 3658,	997
2020-04-07 15:12:00	, 3655,	996
2020-04-07 15:13:00	, 3652,	996
2020-04-07 15:14:00	, 3651,	997
2020-04-07 15:15:00	, 3648,	997
2020-04-07 15:16:00	, 3645,	997
2020-04-07 15:17:00	, 3642,	997
2020-04-07 15:18:00	, 3639,	995
2020-04-07 15:19:00	, 3638,	1001
2020-04-07 15:20:00	, 3634,	995
2020-04-07 15:21:00	, 3631,	1000
2020-04-07 15:22:00	, 3628,	996
2020-04-07 15:23:00	, 3624,	1002
2020-04-07 15:24:00	, 3621,	1002
2020-04-07 15:25:00	, 3617,	1002
2020-04-07 15:26:00	, 3614,	996
2020-04-07 15:27:00	, 3611,	989
2020-04-07 15:28:00	, 3606,	989
2020-04-07 15:29:00	, 3602,	995
2020-04-07 15:30:00	, 3597,	1002
2020-04-07 15:31:00	, 3594,	990
2020-04-07 15:32:00	, 3588,	994
2020-04-07 15:33:00	, 3584,	987
2020-04-07 15:34:00	, 3578,	992
2020-04-07 15:35:00	, 3572,	988
2020-04-07 15:36:00	, 3566,	997
2020-04-07 15:37:00	, 3558,	999
2020-04-07 15:38:00	, 3551,	989
2020-04-07 15:39:00	, 3543,	996
2020-04-07 15:40:00	, 3534,	1005
2020-04-07 15:41:00	, 3524,	1002
2020-04-07 15:42:00	, 3510,	989
2020-04-07 15:43:00	, 3495,	992
2020-04-07 15:44:00	, 3478,	998
